image1,image2,identity1,identity2,demographic1,demographic2,gender1,gender2,age1,age2,label,cosine_similarity,euclidean_distance,cosine_distance
data\processed\lfw\lfw\Natalie_Maines\Natalie_Maines_0003.jpg,data\processed\lfw\lfw\Natalie_Maines\Natalie_Maines_0005.jpg,Natalie_Maines,Natalie_Maines,lfw,lfw,,,,,1,0.59777355,15.921609,0.40222645
data\processed\lfw\lfw\Elena_Tihomirova\Elena_Tihomirova_0001.jpg,data\processed\lfw\lfw\Christian_Lacroix\Christian_Lacroix_0001.jpg,Elena_Tihomirova,Christian_Lacroix,lfw,lfw,,,,,0,0.17173453,24.169659,0.8282655
data\processed\lfw\lfw\Tang_Jiaxuan\Tang_Jiaxuan_0007.jpg,data\processed\lfw\lfw\Tang_Jiaxuan\Tang_Jiaxuan_0008.jpg,Tang_Jiaxuan,Tang_Jiaxuan,lfw,lfw,,,,,1,0.42290676,19.117393,0.57709324
data\processed\lfw\lfw\Richard_Armitage\Richard_Armitage_0001.jpg,data\processed\lfw\lfw\Richard_Armitage\Richard_Armitage_0005.jpg,Richard_Armitage,Richard_Armitage,lfw,lfw,,,,,1,0.6701461,14.592294,0.3298539
data\processed\lfw\lfw\Viara_Vike-Freiberga\Viara_Vike-Freiberga_0001.jpg,data\processed\lfw\lfw\Michelle_Hofland\Michelle_Hofland_0001.jpg,Viara_Vike-Freiberga,Michelle_Hofland,lfw,lfw,,,,,0,0.3316301,19.019524,0.6683699
data\processed\lfw\lfw\Jim_Jeffords\Jim_Jeffords_0001.jpg,data\processed\lfw\lfw\Michel_Minard\Michel_Minard_0001.jpg,Jim_Jeffords,Michel_Minard,lfw,lfw,,,,,0,0.20124461,23.973335,0.7987554
data\processed\lfw\lfw\Richard_Naughton\Richard_Naughton_0001.jpg,data\processed\lfw\lfw\Simona_Hradil\Simona_Hradil_0001.jpg,Richard_Naughton,Simona_Hradil,lfw,lfw,,,,,0,0.17009184,21.215609,0.82990813
data\processed\lfw\lfw\Bob_Stoops\Bob_Stoops_0001.jpg,data\processed\lfw\lfw\Bob_Stoops\Bob_Stoops_0007.jpg,Bob_Stoops,Bob_Stoops,lfw,lfw,,,,,1,0.38137487,17.822245,0.61862516
data\processed\lfw\lfw\John_Kerry\John_Kerry_0009.jpg,data\processed\lfw\lfw\John_Kerry\John_Kerry_0013.jpg,John_Kerry,John_Kerry,lfw,lfw,,,,,1,0.701599,12.862675,0.298401
data\processed\lfw\lfw\James_Blake\James_Blake_0005.jpg,data\processed\lfw\lfw\James_Blake\James_Blake_0008.jpg,James_Blake,James_Blake,lfw,lfw,,,,,1,0.46982515,14.822955,0.53017485
data\processed\lfw\lfw\Gray_Davis\Gray_Davis_0012.jpg,data\processed\lfw\lfw\Owen_Nolan\Owen_Nolan_0001.jpg,Gray_Davis,Owen_Nolan,lfw,lfw,,,,,0,0.32858402,18.20502,0.671416
data\processed\lfw\lfw\Justin_Timberlake\Justin_Timberlake_0004.jpg,data\processed\lfw\lfw\Justin_Timberlake\Justin_Timberlake_0007.jpg,Justin_Timberlake,Justin_Timberlake,lfw,lfw,,,,,1,0.2813997,23.762638,0.7186003
data\processed\lfw\lfw\Carolina_Moraes\Carolina_Moraes_0002.jpg,data\processed\lfw\lfw\George_Roy_Hill\George_Roy_Hill_0002.jpg,Carolina_Moraes,George_Roy_Hill,lfw,lfw,,,,,0,0.3030933,23.41831,0.6969067
data\processed\lfw\lfw\Jean-Francois_Pontal\Jean-Francois_Pontal_0002.jpg,data\processed\lfw\lfw\Jean-Francois_Pontal\Jean-Francois_Pontal_0003.jpg,Jean-Francois_Pontal,Jean-Francois_Pontal,lfw,lfw,,,,,1,0.46703285,17.584507,0.53296715
data\processed\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0002.jpg,data\processed\lfw\lfw\Chen_Shui-bian\Chen_Shui-bian_0004.jpg,Chen_Shui-bian,Chen_Shui-bian,lfw,lfw,,,,,1,0.23885886,16.171124,0.7611411
data\processed\lfw\lfw\Li_Peng\Li_Peng_0005.jpg,data\processed\lfw\lfw\Li_Peng\Li_Peng_0007.jpg,Li_Peng,Li_Peng,lfw,lfw,,,,,1,0.3500358,13.70497,0.6499642
data\processed\lfw\lfw\Robert_Beck\Robert_Beck_0001.jpg,data\processed\lfw\lfw\Cameron_Diaz\Cameron_Diaz_0004.jpg,Robert_Beck,Cameron_Diaz,lfw,lfw,,,,,0,0.13305922,21.035156,0.8669408
data\processed\lfw\lfw\Britney_Spears\Britney_Spears_0011.jpg,data\processed\lfw\lfw\Britney_Spears\Britney_Spears_0013.jpg,Britney_Spears,Britney_Spears,lfw,lfw,,,,,1,0.47452974,15.3538475,0.52547026
data\processed\lfw\lfw\Richard_Armitage\Richard_Armitage_0004.jpg,data\processed\lfw\lfw\Richard_Armitage\Richard_Armitage_0005.jpg,Richard_Armitage,Richard_Armitage,lfw,lfw,,,,,1,0.55869216,17.669884,0.44130784
data\processed\lfw\lfw\Sherri_Coale\Sherri_Coale_0001.jpg,data\processed\lfw\lfw\Roger_Clemens\Roger_Clemens_0001.jpg,Sherri_Coale,Roger_Clemens,lfw,lfw,,,,,0,0.089099094,21.868387,0.9109009
data\processed\lfw\lfw\Makiko_Tanaka\Makiko_Tanaka_0001.jpg,data\processed\lfw\lfw\Tommy_Tubberville\Tommy_Tubberville_0001.jpg,Makiko_Tanaka,Tommy_Tubberville,lfw,lfw,,,,,0,0.31925377,18.1042,0.6807462
data\processed\lfw\lfw\Jim_Carrey\Jim_Carrey_0001.jpg,data\processed\lfw\lfw\Jim_Carrey\Jim_Carrey_0002.jpg,Jim_Carrey,Jim_Carrey,lfw,lfw,,,,,1,0.37517253,18.54296,0.6248275
data\processed\lfw\lfw\Grant_Hackett\Grant_Hackett_0001.jpg,data\processed\lfw\lfw\Grant_Hackett\Grant_Hackett_0002.jpg,Grant_Hackett,Grant_Hackett,lfw,lfw,,,,,1,0.6404443,16.688997,0.35955572
data\processed\lfw\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0005.jpg,data\processed\lfw\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0006.jpg,Nicanor_Duarte_Frutos,Nicanor_Duarte_Frutos,lfw,lfw,,,,,1,0.4732958,16.029823,0.5267042
data\processed\lfw\lfw\Thomas_OBrien\Thomas_OBrien_0008.jpg,data\processed\lfw\lfw\Doug_Wilson\Doug_Wilson_0001.jpg,Thomas_OBrien,Doug_Wilson,lfw,lfw,,,,,0,0.34067672,20.058548,0.6593233
data\processed\lfw\lfw\Polona_Bas\Polona_Bas_0001.jpg,data\processed\lfw\lfw\Odai_Hussein\Odai_Hussein_0001.jpg,Polona_Bas,Odai_Hussein,lfw,lfw,,,,,0,0.23490176,17.496792,0.7650982
data\processed\lfw\lfw\LeBron_James\LeBron_James_0001.jpg,data\processed\lfw\lfw\LeBron_James\LeBron_James_0002.jpg,LeBron_James,LeBron_James,lfw,lfw,,,,,1,0.81246257,14.016022,0.18753743
data\processed\lfw\lfw\Lucio_Stanca\Lucio_Stanca_0001.jpg,data\processed\lfw\lfw\SJ_Twu\SJ_Twu_0001.jpg,Lucio_Stanca,SJ_Twu,lfw,lfw,,,,,0,0.41664574,18.66564,0.58335423
data\processed\lfw\lfw\William_Donaldson\William_Donaldson_0003.jpg,data\processed\lfw\lfw\William_Donaldson\William_Donaldson_0004.jpg,William_Donaldson,William_Donaldson,lfw,lfw,,,,,1,0.48309487,17.532557,0.5169051
data\processed\lfw\lfw\George_Ryan\George_Ryan_0001.jpg,data\processed\lfw\lfw\Don_Nickles\Don_Nickles_0002.jpg,George_Ryan,Don_Nickles,lfw,lfw,,,,,0,0.0652355,25.094168,0.9347645
data\processed\lfw\lfw\John_Snow\John_Snow_0007.jpg,data\processed\lfw\lfw\Jada_Pinkett_Smith\Jada_Pinkett_Smith_0001.jpg,John_Snow,Jada_Pinkett_Smith,lfw,lfw,,,,,0,0.20083487,23.033514,0.7991651
data\processed\lfw\lfw\Roel_Campos\Roel_Campos_0001.jpg,data\processed\lfw\lfw\Freddy_Garcia\Freddy_Garcia_0002.jpg,Roel_Campos,Freddy_Garcia,lfw,lfw,,,,,0,0.21569023,22.21578,0.78430974
data\processed\lfw\lfw\Kevin_Marshall\Kevin_Marshall_0001.jpg,data\processed\lfw\lfw\Riccardo_Muti\Riccardo_Muti_0001.jpg,Kevin_Marshall,Riccardo_Muti,lfw,lfw,,,,,0,0.15304872,18.70515,0.84695125
data\processed\lfw\lfw\Jennifer_Lopez\Jennifer_Lopez_0005.jpg,data\processed\lfw\lfw\Jennifer_Lopez\Jennifer_Lopez_0016.jpg,Jennifer_Lopez,Jennifer_Lopez,lfw,lfw,,,,,1,0.5460597,16.044205,0.45394027
data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0001.jpg,data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0008.jpg,Kevin_Costner,Kevin_Costner,lfw,lfw,,,,,1,0.6561843,15.429626,0.34381568
data\processed\lfw\lfw\Shafal_Mosed\Shafal_Mosed_0001.jpg,data\processed\lfw\lfw\Aitor_Gonzalez\Aitor_Gonzalez_0002.jpg,Shafal_Mosed,Aitor_Gonzalez,lfw,lfw,,,,,0,0.3834894,18.884327,0.6165106
data\processed\lfw\lfw\Ana_Palacio\Ana_Palacio_0003.jpg,data\processed\lfw\lfw\Ana_Palacio\Ana_Palacio_0007.jpg,Ana_Palacio,Ana_Palacio,lfw,lfw,,,,,1,0.50902015,18.314425,0.49097985
data\processed\lfw\lfw\Adam_Mair\Adam_Mair_0001.jpg,data\processed\lfw\lfw\Dieter_Holzer\Dieter_Holzer_0001.jpg,Adam_Mair,Dieter_Holzer,lfw,lfw,,,,,0,0.21862596,14.763774,0.78137404
data\processed\lfw\lfw\Pierce_Brosnan\Pierce_Brosnan_0007.jpg,data\processed\lfw\lfw\Pierce_Brosnan\Pierce_Brosnan_0015.jpg,Pierce_Brosnan,Pierce_Brosnan,lfw,lfw,,,,,1,0.28128093,19.97928,0.71871907
data\processed\lfw\lfw\Jim_Freudenberg\Jim_Freudenberg_0001.jpg,data\processed\lfw\lfw\Shane_Hmiel\Shane_Hmiel_0001.jpg,Jim_Freudenberg,Shane_Hmiel,lfw,lfw,,,,,0,0.1762009,22.151215,0.82379913
data\processed\lfw\lfw\Jamie_King\Jamie_King_0001.jpg,data\processed\lfw\lfw\Michael_Doleac\Michael_Doleac_0001.jpg,Jamie_King,Michael_Doleac,lfw,lfw,,,,,0,0.20501019,22.584288,0.7949898
data\processed\lfw\lfw\Conchita_Martinez\Conchita_Martinez_0001.jpg,data\processed\lfw\lfw\Conchita_Martinez\Conchita_Martinez_0003.jpg,Conchita_Martinez,Conchita_Martinez,lfw,lfw,,,,,1,0.48867777,15.644712,0.51132226
data\processed\lfw\lfw\John_Kerry\John_Kerry_0006.jpg,data\processed\lfw\lfw\John_Kerry\John_Kerry_0010.jpg,John_Kerry,John_Kerry,lfw,lfw,,,,,1,0.5318779,17.085636,0.46812212
data\processed\lfw\lfw\Anzori_Kikalishvili\Anzori_Kikalishvili_0001.jpg,data\processed\lfw\lfw\James_Ivory\James_Ivory_0001.jpg,Anzori_Kikalishvili,James_Ivory,lfw,lfw,,,,,0,0.2807159,21.40382,0.71928406
data\processed\lfw\lfw\Larry_Anderson\Larry_Anderson_0001.jpg,data\processed\lfw\lfw\Jennifer_Lopez\Jennifer_Lopez_0007.jpg,Larry_Anderson,Jennifer_Lopez,lfw,lfw,,,,,0,-0.004800864,25.107214,1.0048009
data\processed\lfw\lfw\Larry_Brown\Larry_Brown_0001.jpg,data\processed\lfw\lfw\Larry_Brown\Larry_Brown_0004.jpg,Larry_Brown,Larry_Brown,lfw,lfw,,,,,1,0.5044074,18.287315,0.4955926
data\processed\lfw\lfw\Vincent_Cianci_Jr\Vincent_Cianci_Jr_0001.jpg,data\processed\lfw\lfw\Jerry_Hall\Jerry_Hall_0001.jpg,Vincent_Cianci_Jr,Jerry_Hall,lfw,lfw,,,,,0,0.21233384,23.287407,0.78766614
data\processed\lfw\lfw\Luis_Fonsi\Luis_Fonsi_0001.jpg,data\processed\lfw\lfw\Horace_Newcomb\Horace_Newcomb_0001.jpg,Luis_Fonsi,Horace_Newcomb,lfw,lfw,,,,,0,0.23807487,20.02134,0.7619251
data\processed\lfw\lfw\Keith_Rodriguez\Keith_Rodriguez_0001.jpg,data\processed\lfw\lfw\Alec_Baldwin\Alec_Baldwin_0002.jpg,Keith_Rodriguez,Alec_Baldwin,lfw,lfw,,,,,0,0.061650913,23.935947,0.93834907
data\processed\lfw\lfw\Gene_Robinson\Gene_Robinson_0001.jpg,data\processed\lfw\lfw\Elijah_Wood\Elijah_Wood_0001.jpg,Gene_Robinson,Elijah_Wood,lfw,lfw,,,,,0,0.2299702,18.673014,0.7700298
data\processed\lfw\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0006.jpg,data\processed\lfw\lfw\Nicanor_Duarte_Frutos\Nicanor_Duarte_Frutos_0011.jpg,Nicanor_Duarte_Frutos,Nicanor_Duarte_Frutos,lfw,lfw,,,,,1,0.6273385,15.380602,0.37266147
data\processed\lfw\lfw\Gina_Lollobrigida\Gina_Lollobrigida_0001.jpg,data\processed\lfw\lfw\Alek_Wek\Alek_Wek_0001.jpg,Gina_Lollobrigida,Alek_Wek,lfw,lfw,,,,,0,-0.02728112,21.053934,1.0272812
data\processed\lfw\lfw\Kate_Hudson\Kate_Hudson_0002.jpg,data\processed\lfw\lfw\Kate_Hudson\Kate_Hudson_0005.jpg,Kate_Hudson,Kate_Hudson,lfw,lfw,,,,,1,0.53086793,19.351316,0.46913207
data\processed\lfw\lfw\Cesar_Gaviria\Cesar_Gaviria_0002.jpg,data\processed\lfw\lfw\Cesar_Gaviria\Cesar_Gaviria_0006.jpg,Cesar_Gaviria,Cesar_Gaviria,lfw,lfw,,,,,1,0.5340374,18.46131,0.4659626
data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0001.jpg,data\processed\lfw\lfw\Holly_Hunter\Holly_Hunter_0003.jpg,Holly_Hunter,Holly_Hunter,lfw,lfw,,,,,1,0.74096125,13.659723,0.25903875
data\processed\lfw\lfw\Marcelo_Salas\Marcelo_Salas_0002.jpg,data\processed\lfw\lfw\Marcelo_Salas\Marcelo_Salas_0003.jpg,Marcelo_Salas,Marcelo_Salas,lfw,lfw,,,,,1,0.5793248,15.807728,0.42067522
data\processed\lfw\lfw\Donatella_Versace\Donatella_Versace_0001.jpg,data\processed\lfw\lfw\Donatella_Versace\Donatella_Versace_0003.jpg,Donatella_Versace,Donatella_Versace,lfw,lfw,,,,,1,0.45955813,19.595303,0.5404419
data\processed\lfw\lfw\Jean-David_Levitte\Jean-David_Levitte_0009.jpg,data\processed\lfw\lfw\Jean-David_Levitte\Jean-David_Levitte_0010.jpg,Jean-David_Levitte,Jean-David_Levitte,lfw,lfw,,,,,1,0.42121613,15.700446,0.57878387
data\processed\lfw\lfw\Mohamed_ElBaradei\Mohamed_ElBaradei_0002.jpg,data\processed\lfw\lfw\Mohamed_ElBaradei\Mohamed_ElBaradei_0006.jpg,Mohamed_ElBaradei,Mohamed_ElBaradei,lfw,lfw,,,,,1,0.5490003,15.204675,0.45099968
data\processed\lfw\lfw\Billy_Crystal\Billy_Crystal_0001.jpg,data\processed\lfw\lfw\Billy_Crystal\Billy_Crystal_0004.jpg,Billy_Crystal,Billy_Crystal,lfw,lfw,,,,,1,0.21163191,21.463755,0.7883681
data\processed\lfw\lfw\Spencer_Abraham\Spencer_Abraham_0007.jpg,data\processed\lfw\lfw\Spencer_Abraham\Spencer_Abraham_0016.jpg,Spencer_Abraham,Spencer_Abraham,lfw,lfw,,,,,1,0.40204152,21.894247,0.59795845
data\processed\lfw\lfw\David_Howard\David_Howard_0001.jpg,data\processed\lfw\lfw\Manfred_Reyes_Villa\Manfred_Reyes_Villa_0001.jpg,David_Howard,Manfred_Reyes_Villa,lfw,lfw,,,,,0,0.42513898,16.924475,0.57486105
data\processed\lfw\lfw\Kang_Gum-sil\Kang_Gum-sil_0001.jpg,data\processed\lfw\lfw\Laszlo_Kovacs\Laszlo_Kovacs_0001.jpg,Kang_Gum-sil,Laszlo_Kovacs,lfw,lfw,,,,,0,0.15974155,26.36781,0.8402585
data\processed\lfw\lfw\Tony_Stewart\Tony_Stewart_0001.jpg,data\processed\lfw\lfw\Tony_Stewart\Tony_Stewart_0005.jpg,Tony_Stewart,Tony_Stewart,lfw,lfw,,,,,1,0.5555067,17.246847,0.4444933
data\processed\lfw\lfw\Condoleezza_Rice\Condoleezza_Rice_0001.jpg,data\processed\lfw\lfw\Condoleezza_Rice\Condoleezza_Rice_0009.jpg,Condoleezza_Rice,Condoleezza_Rice,lfw,lfw,,,,,1,0.45135316,17.173464,0.5486468
data\processed\lfw\lfw\William_Rehnquist\William_Rehnquist_0001.jpg,data\processed\lfw\lfw\William_Rehnquist\William_Rehnquist_0002.jpg,William_Rehnquist,William_Rehnquist,lfw,lfw,,,,,1,0.6044516,16.764555,0.3955484
data\processed\lfw\lfw\Bill_Readdy\Bill_Readdy_0001.jpg,data\processed\lfw\lfw\Richard_Lugar\Richard_Lugar_0001.jpg,Bill_Readdy,Richard_Lugar,lfw,lfw,,,,,0,0.22721443,20.72081,0.77278554
data\processed\lfw\lfw\Tracee_Ellis_Ross\Tracee_Ellis_Ross_0001.jpg,data\processed\lfw\lfw\Dennis_Kucinich\Dennis_Kucinich_0002.jpg,Tracee_Ellis_Ross,Dennis_Kucinich,lfw,lfw,,,,,0,0.15607938,20.879406,0.8439206
data\processed\lfw\lfw\Sylvester_Stallone\Sylvester_Stallone_0002.jpg,data\processed\lfw\lfw\Sylvester_Stallone\Sylvester_Stallone_0008.jpg,Sylvester_Stallone,Sylvester_Stallone,lfw,lfw,,,,,1,0.48742574,19.449684,0.51257426
data\processed\lfw\lfw\Rogerio_Romero\Rogerio_Romero_0001.jpg,data\processed\lfw\lfw\Rogerio_Romero\Rogerio_Romero_0002.jpg,Rogerio_Romero,Rogerio_Romero,lfw,lfw,,,,,1,0.5537575,13.063904,0.4462425
data\processed\lfw\lfw\David_Caraway\David_Caraway_0002.jpg,data\processed\lfw\lfw\Jose_Santos\Jose_Santos_0001.jpg,David_Caraway,Jose_Santos,lfw,lfw,,,,,0,0.23663972,20.694387,0.76336026
data\processed\lfw\lfw\Meryl_Streep\Meryl_Streep_0004.jpg,data\processed\lfw\lfw\Meryl_Streep\Meryl_Streep_0013.jpg,Meryl_Streep,Meryl_Streep,lfw,lfw,,,,,1,0.51217264,19.10349,0.48782736
data\processed\lfw\lfw\Princess_Maxima\Princess_Maxima_0001.jpg,data\processed\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0005.jpg,Princess_Maxima,Oscar_De_La_Hoya,lfw,lfw,,,,,0,0.22261174,23.33987,0.7773883
data\processed\lfw\lfw\Khalid_Qazi\Khalid_Qazi_0001.jpg,data\processed\lfw\lfw\Tom_Christerson\Tom_Christerson_0001.jpg,Khalid_Qazi,Tom_Christerson,lfw,lfw,,,,,0,0.31557643,22.265959,0.68442357
data\processed\lfw\lfw\Barbara_Boxer\Barbara_Boxer_0001.jpg,data\processed\lfw\lfw\Brian_StPierre\Brian_StPierre_0001.jpg,Barbara_Boxer,Brian_StPierre,lfw,lfw,,,,,0,0.09236867,20.05438,0.90763134
data\processed\lfw\lfw\Tiger_Woods\Tiger_Woods_0015.jpg,data\processed\lfw\lfw\Tiger_Woods\Tiger_Woods_0021.jpg,Tiger_Woods,Tiger_Woods,lfw,lfw,,,,,1,0.5350173,16.298155,0.4649827
data\processed\lfw\lfw\Bob_Hartley\Bob_Hartley_0001.jpg,data\processed\lfw\lfw\Greg_Hennigar\Greg_Hennigar_0001.jpg,Bob_Hartley,Greg_Hennigar,lfw,lfw,,,,,0,0.5407909,18.967125,0.45920908
data\processed\lfw\lfw\Steve_Blake\Steve_Blake_0001.jpg,data\processed\lfw\lfw\Svetoslav_Todorov\Svetoslav_Todorov_0001.jpg,Steve_Blake,Svetoslav_Todorov,lfw,lfw,,,,,0,0.3030325,20.122978,0.6969675
data\processed\lfw\lfw\James_Kelly\James_Kelly_0003.jpg,data\processed\lfw\lfw\James_Kelly\James_Kelly_0005.jpg,James_Kelly,James_Kelly,lfw,lfw,,,,,1,0.47688103,18.62029,0.523119
data\processed\lfw\lfw\Saddam_Hussein\Saddam_Hussein_0005.jpg,data\processed\lfw\lfw\Saddam_Hussein\Saddam_Hussein_0015.jpg,Saddam_Hussein,Saddam_Hussein,lfw,lfw,,,,,1,0.48827663,18.346268,0.5117234
data\processed\lfw\lfw\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0004.jpg,data\processed\lfw\lfw\Gonzalo_Sanchez_de_Lozada\Gonzalo_Sanchez_de_Lozada_0010.jpg,Gonzalo_Sanchez_de_Lozada,Gonzalo_Sanchez_de_Lozada,lfw,lfw,,,,,1,0.34017375,17.847826,0.6598263
data\processed\lfw\lfw\Prince_Willem-Alexander\Prince_Willem-Alexander_0001.jpg,data\processed\lfw\lfw\Zumrati_Juma\Zumrati_Juma_0001.jpg,Prince_Willem-Alexander,Zumrati_Juma,lfw,lfw,,,,,0,0.17135978,23.898104,0.8286402
data\processed\lfw\lfw\Eric_Vigouroux\Eric_Vigouroux_0001.jpg,data\processed\lfw\lfw\Abdullatif_Sener\Abdullatif_Sener_0002.jpg,Eric_Vigouroux,Abdullatif_Sener,lfw,lfw,,,,,0,0.4330579,17.700983,0.5669421
data\processed\lfw\lfw\Nancy_Pelosi\Nancy_Pelosi_0011.jpg,data\processed\lfw\lfw\Nancy_Pelosi\Nancy_Pelosi_0014.jpg,Nancy_Pelosi,Nancy_Pelosi,lfw,lfw,,,,,1,0.3904904,18.187681,0.6095096
data\processed\lfw\lfw\Helen_Clark\Helen_Clark_0002.jpg,data\processed\lfw\lfw\Helen_Clark\Helen_Clark_0004.jpg,Helen_Clark,Helen_Clark,lfw,lfw,,,,,1,0.69122547,14.304608,0.30877453
data\processed\lfw\lfw\Irfan_Ahmed\Irfan_Ahmed_0001.jpg,data\processed\lfw\lfw\Peter_Care\Peter_Care_0001.jpg,Irfan_Ahmed,Peter_Care,lfw,lfw,,,,,0,0.06629695,22.95387,0.93370306
data\processed\lfw\lfw\Paul_Burrell\Paul_Burrell_0005.jpg,data\processed\lfw\lfw\Paul_Burrell\Paul_Burrell_0011.jpg,Paul_Burrell,Paul_Burrell,lfw,lfw,,,,,1,0.524535,16.807404,0.475465
data\processed\lfw\lfw\Anderson_Varejao\Anderson_Varejao_0001.jpg,data\processed\lfw\lfw\Martin_Gecht\Martin_Gecht_0001.jpg,Anderson_Varejao,Martin_Gecht,lfw,lfw,,,,,0,0.24191007,20.940706,0.7580899
data\processed\lfw\lfw\Howard_Dean\Howard_Dean_0003.jpg,data\processed\lfw\lfw\Howard_Dean\Howard_Dean_0012.jpg,Howard_Dean,Howard_Dean,lfw,lfw,,,,,1,0.56194586,15.15076,0.43805414
data\processed\lfw\lfw\Larry_Hagman\Larry_Hagman_0001.jpg,data\processed\lfw\lfw\Anthony_Rackauckas\Anthony_Rackauckas_0001.jpg,Larry_Hagman,Anthony_Rackauckas,lfw,lfw,,,,,0,0.3334776,17.902143,0.6665224
data\processed\lfw\lfw\Cha_Yung-gu\Cha_Yung-gu_0001.jpg,data\processed\lfw\lfw\Mohammed_Al-Douri\Mohammed_Al-Douri_0011.jpg,Cha_Yung-gu,Mohammed_Al-Douri,lfw,lfw,,,,,0,0.33949298,17.70454,0.660507
data\processed\lfw\lfw\Bill_Clinton\Bill_Clinton_0003.jpg,data\processed\lfw\lfw\Bill_Clinton\Bill_Clinton_0012.jpg,Bill_Clinton,Bill_Clinton,lfw,lfw,,,,,1,0.3465984,27.49535,0.6534016
data\processed\lfw\lfw\Freddy_Garcia\Freddy_Garcia_0001.jpg,data\processed\lfw\lfw\Freddy_Garcia\Freddy_Garcia_0002.jpg,Freddy_Garcia,Freddy_Garcia,lfw,lfw,,,,,1,0.41712317,19.872566,0.5828768
data\processed\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0003.jpg,data\processed\lfw\lfw\Oscar_De_La_Hoya\Oscar_De_La_Hoya_0007.jpg,Oscar_De_La_Hoya,Oscar_De_La_Hoya,lfw,lfw,,,,,1,0.40344834,20.06664,0.59655166
data\processed\lfw\lfw\Chakib_Khelil\Chakib_Khelil_0002.jpg,data\processed\lfw\lfw\Melchor_Cob_Castro\Melchor_Cob_Castro_0001.jpg,Chakib_Khelil,Melchor_Cob_Castro,lfw,lfw,,,,,0,0.42165446,17.486532,0.57834554
data\processed\lfw\lfw\Mitoji_Yabunaka\Mitoji_Yabunaka_0001.jpg,data\processed\lfw\lfw\Mohammed_Mehdi_Saleh\Mohammed_Mehdi_Saleh_0001.jpg,Mitoji_Yabunaka,Mohammed_Mehdi_Saleh,lfw,lfw,,,,,0,0.43776432,16.96439,0.5622357
data\processed\lfw\lfw\Jason_Kidd\Jason_Kidd_0003.jpg,data\processed\lfw\lfw\Jason_Kidd\Jason_Kidd_0008.jpg,Jason_Kidd,Jason_Kidd,lfw,lfw,,,,,1,0.63788503,15.065246,0.36211497
data\processed\lfw\lfw\Alvaro_Uribe\Alvaro_Uribe_0002.jpg,data\processed\lfw\lfw\Alvaro_Uribe\Alvaro_Uribe_0010.jpg,Alvaro_Uribe,Alvaro_Uribe,lfw,lfw,,,,,1,0.62037647,13.840525,0.37962353
data\processed\lfw\lfw\Ian_Knop\Ian_Knop_0001.jpg,data\processed\lfw\lfw\Laura_Gobai\Laura_Gobai_0001.jpg,Ian_Knop,Laura_Gobai,lfw,lfw,,,,,0,0.11350956,18.093737,0.88649046
data\processed\lfw\lfw\John_Paul_II\John_Paul_II_0004.jpg,data\processed\lfw\lfw\John_Paul_II\John_Paul_II_0011.jpg,John_Paul_II,John_Paul_II,lfw,lfw,,,,,1,0.24444818,18.816685,0.7555518
data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0004.jpg,data\processed\lfw\lfw\Kevin_Costner\Kevin_Costner_0006.jpg,Kevin_Costner,Kevin_Costner,lfw,lfw,,,,,1,0.2941996,21.135347,0.7058004
data\processed\lfw\lfw\Goldie_Hawn\Goldie_Hawn_0001.jpg,data\processed\lfw\lfw\Goldie_Hawn\Goldie_Hawn_0004.jpg,Goldie_Hawn,Goldie_Hawn,lfw,lfw,,,,,1,0.53547096,16.703598,0.46452904
data\processed\lfw\lfw\Kofi_Annan\Kofi_Annan_0005.jpg,data\processed\lfw\lfw\Kofi_Annan\Kofi_Annan_0009.jpg,Kofi_Annan,Kofi_Annan,lfw,lfw,,,,,1,0.57013243,18.534845,0.42986757
data\processed\lfw\lfw\David_Anderson\David_Anderson_0001.jpg,data\processed\lfw\lfw\David_Anderson\David_Anderson_0004.jpg,David_Anderson,David_Anderson,lfw,lfw,,,,,1,0.45542285,14.836862,0.5445771
data\processed\lfw\lfw\Laurent_Jalabert\Laurent_Jalabert_0001.jpg,data\processed\lfw\lfw\Laurent_Jalabert\Laurent_Jalabert_0002.jpg,Laurent_Jalabert,Laurent_Jalabert,lfw,lfw,,,,,1,0.33073372,19.74156,0.6692663
data\processed\lfw\lfw\Larry_Harris\Larry_Harris_0001.jpg,data\processed\lfw\lfw\Mark_Stuart\Mark_Stuart_0001.jpg,Larry_Harris,Mark_Stuart,lfw,lfw,,,,,0,0.50193274,20.702053,0.49806726
